COD,PA_UFMUN,Nome_Município,Nome_UF,mes,ano,Procedimento,PA_QTDAPR,PA_IDADE,PA_VALAPR
4204,250630,Guarabira,Paraíba,11,2019,Cirurgia Oncológica,4.0,29.0,38.74
4205,250630,Guarabira,Paraíba,11,2020,Cirurgia Oncológica,164.0,55.57823129251701,290.07244897959094
4206,250630,Guarabira,Paraíba,12,2018,Cirurgia Oncológica,318.0,41.85910652920962,151.2842268041226
4207,250630,Guarabira,Paraíba,12,2019,Cirurgia Oncológica,1.0,8.0,41.1
4208,250630,Guarabira,Paraíba,12,2020,Cirurgia Oncológica,65.0,30.296875,87.1434375
4209,250680,Ingá,Paraíba,01,2018,Cirurgia Oncológica,2.0,999.0,50.0
4210,250680,Ingá,Paraíba,02,2018,Cirurgia Oncológica,3.0,999.0,75.0
4211,250680,Ingá,Paraíba,03,2018,Cirurgia Oncológica,1.0,999.0,25.0
4212,250680,Ingá,Paraíba,04,2018,Cirurgia Oncológica,2.0,999.0,50.0
4213,250680,Ingá,Paraíba,05,2018,Cirurgia Oncológica,2.0,510.5,33.05
4214,250680,Ingá,Paraíba,06,2018,Cirurgia Oncológica,4.0,999.0,100.0
4215,250680,Ingá,Paraíba,07,2018,Cirurgia Oncológica,4.0,999.0,100.0
4216,250680,Ingá,Paraíba,08,2018,Cirurgia Oncológica,17.0,999.0,425.0
4217,250680,Ingá,Paraíba,09,2018,Cirurgia Oncológica,17.0,999.0,425.0
4218,250680,Ingá,Paraíba,10,2018,Cirurgia Oncológica,13.0,999.0,325.0
4219,250680,Ingá,Paraíba,11,2018,Cirurgia Oncológica,10.0,999.0,250.0
4220,250680,Ingá,Paraíba,12,2018,Cirurgia Oncológica,8.0,999.0,200.0
4221,250690,Itabaiana,Paraíba,01,2018,Cirurgia Oncológica,55.0,65.54545454545455,771.5999999999992
4222,250690,Itabaiana,Paraíba,01,2020,Cirurgia Oncológica,111.0,68.990990990991,771.6000000000006
4223,250690,Itabaiana,Paraíba,09,2018,Cirurgia Oncológica,200.0,67.62,771.6000000000029
4224,250690,Itabaiana,Paraíba,12,2018,Cirurgia Oncológica,84.0,68.55952380952381,771.599999999999
4225,250750,João Pessoa,Paraíba,01,2018,Cirurgia Oncológica,1171.0,68.6008064516129,400.0992439516111
4226,250750,João Pessoa,Paraíba,01,2018,"Diagnósticos: biopsia, mamografia",7.0,49.42857142857143,200.0
4227,250750,João Pessoa,Paraíba,01,2018,Quimioterapia,3228.0,58.88642043876701,492.9257261871722
4228,250750,João Pessoa,Paraíba,01,2018,Radioterapia,13844.0,58.443213296398895,701.8019390581718
4229,250750,João Pessoa,Paraíba,01,2020,Cirurgia Oncológica,1704.0,62.322438717787556,443.89134506598936
4230,250750,João Pessoa,Paraíba,01,2020,"Diagnósticos: biopsia, mamografia",9.0,56.888888888888886,200.0
4231,250750,João Pessoa,Paraíba,01,2020,Quimioterapia,3408.0,59.928590532227865,479.87905054827564
4232,250750,João Pessoa,Paraíba,01,2020,Radioterapia,152.0,61.4527027027027,4497.135135135135
4233,250750,João Pessoa,Paraíba,01,2021,Cirurgia Oncológica,239.0,79.86458333333333,159.14885416666644
4234,250750,João Pessoa,Paraíba,01,2021,"Diagnósticos: biopsia, mamografia",3.0,59.666666666666664,200.0
4235,250750,João Pessoa,Paraíba,01,2021,Quimioterapia,1.0,32.0,17.0
4236,250750,João Pessoa,Paraíba,02,2018,Cirurgia Oncológica,1094.0,66.58985200845666,397.3158985200814
4237,250750,João Pessoa,Paraíba,02,2018,"Diagnósticos: biopsia, mamografia",4.0,51.75,200.0
4238,250750,João Pessoa,Paraíba,02,2018,Quimioterapia,3270.0,58.793179317931795,468.16318481848384
4239,250750,João Pessoa,Paraíba,02,2018,Radioterapia,10852.0,57.751666666666665,663.48
4240,250750,João Pessoa,Paraíba,02,2020,Cirurgia Oncológica,1446.0,62.87125748502994,448.2852544910136
4241,250750,João Pessoa,Paraíba,02,2020,"Diagnósticos: biopsia, mamografia",10.0,53.7,200.0
4242,250750,João Pessoa,Paraíba,02,2020,Quimioterapia,3204.0,59.89895661724327,431.6731328940141
4243,250750,João Pessoa,Paraíba,02,2020,Radioterapia,130.0,60.70634920634921,4676.753968253968
4244,250750,João Pessoa,Paraíba,02,2021,Cirurgia Oncológica,122.0,53.603305785123965,120.9895867768594
4245,250750,João Pessoa,Paraíba,02,2021,Quimioterapia,157.0,58.151898734177216,529.303164556962
4246,250750,João Pessoa,Paraíba,02,2021,Radioterapia,2.0,46.0,3458.0
4247,250750,João Pessoa,Paraíba,03,2018,Cirurgia Oncológica,1190.0,71.59302325581395,450.22491279069374
4248,250750,João Pessoa,Paraíba,03,2018,"Diagnósticos: biopsia, mamografia",18.0,52.72222222222222,200.0
4249,250750,João Pessoa,Paraíba,03,2018,Quimioterapia,3412.0,59.09368250539957,478.5604076673873
4250,250750,João Pessoa,Paraíba,03,2018,Radioterapia,12129.0,58.4023746701847,590.9234828496042
4251,250750,João Pessoa,Paraíba,03,2020,Cirurgia Oncológica,1746.0,63.42200124300808,496.30441267867457
4252,250750,João Pessoa,Paraíba,03,2020,"Diagnósticos: biopsia, mamografia",9.0,57.22222222222222,200.0
4253,250750,João Pessoa,Paraíba,03,2020,Quimioterapia,3370.0,60.02744886975242,469.0455086114108
4254,250750,João Pessoa,Paraíba,03,2020,Radioterapia,95.0,58.31521739130435,4445.586956521739
4255,250750,João Pessoa,Paraíba,03,2021,Cirurgia Oncológica,257.0,66.55072463768116,143.594299516908
4256,250750,João Pessoa,Paraíba,03,2021,"Diagnósticos: biopsia, mamografia",5.0,48.8,200.0
4257,250750,João Pessoa,Paraíba,03,2021,Quimioterapia,219.0,60.372727272727275,623.7731363636365
4258,250750,João Pessoa,Paraíba,03,2021,Radioterapia,30.0,57.75,509.25
4259,250750,João Pessoa,Paraíba,04,2018,Cirurgia Oncológica,1199.0,72.95115207373271,447.3930691244199
4260,250750,João Pessoa,Paraíba,04,2018,Quimioterapia,3351.0,59.2812583311117,466.331439616104
4261,250750,João Pessoa,Paraíba,04,2018,Radioterapia,13302.0,58.4647201946472,620.0377128953771
4262,250750,João Pessoa,Paraíba,04,2020,Cirurgia Oncológica,914.0,61.05592841163311,554.4971364653189
4263,250750,João Pessoa,Paraíba,04,2020,"Diagnósticos: biopsia, mamografia",11.0,55.36363636363637,200.0
4264,250750,João Pessoa,Paraíba,04,2020,Quimioterapia,3165.0,59.780840991367306,474.16362573099525
4265,250750,João Pessoa,Paraíba,04,2020,Radioterapia,145.0,58.06428571428572,4272.085714285714
4266,250750,João Pessoa,Paraíba,04,2021,Cirurgia Oncológica,540.0,66.426614481409,357.6725048923682
4267,250750,João Pessoa,Paraíba,04,2021,"Diagnósticos: biopsia, mamografia",8.0,52.25,200.0
4268,250750,João Pessoa,Paraíba,04,2021,Quimioterapia,971.0,62.62125340599455,361.38346049046237
4269,250750,João Pessoa,Paraíba,04,2021,Radioterapia,14.0,61.30769230769231,4397.7692307692305
4270,250750,João Pessoa,Paraíba,05,2018,Cirurgia Oncológica,1217.0,73.32871652816252,503.0904247460691
4271,250750,João Pessoa,Paraíba,05,2018,"Diagnósticos: biopsia, mamografia",10.0,58.5,200.0
4272,250750,João Pessoa,Paraíba,05,2018,Quimioterapia,3418.0,59.223670490093845,480.6870255474448
4273,250750,João Pessoa,Paraíba,05,2018,Radioterapia,11663.0,56.822429906542055,609.7593457943925
4274,250750,João Pessoa,Paraíba,05,2020,Cirurgia Oncológica,1009.0,58.496417604913,449.31017400204234
4275,250750,João Pessoa,Paraíba,05,2020,"Diagnósticos: biopsia, mamografia",13.0,45.53846153846154,200.0
4276,250750,João Pessoa,Paraíba,05,2020,Quimioterapia,3193.0,59.6795814479638,489.4334587104077
4277,250750,João Pessoa,Paraíba,05,2020,Radioterapia,162.0,59.27922077922078,4027.4675324675327
4278,250750,João Pessoa,Paraíba,05,2021,Cirurgia Oncológica,839.0,60.45454545454545,365.94708845209016
4279,250750,João Pessoa,Paraíba,05,2021,"Diagnósticos: biopsia, mamografia",10.0,48.2,200.0
4280,250750,João Pessoa,Paraíba,05,2021,Quimioterapia,1463.0,60.01752190237797,531.0972027534422
4281,250750,João Pessoa,Paraíba,05,2021,Radioterapia,69.0,57.47692307692308,4532.323076923077
4282,250750,João Pessoa,Paraíba,06,2018,Cirurgia Oncológica,967.0,73.70691676436108,449.15636576787637
4283,250750,João Pessoa,Paraíba,06,2018,"Diagnósticos: biopsia, mamografia",6.0,56.333333333333336,200.0
4284,250750,João Pessoa,Paraíba,06,2018,Quimioterapia,3284.0,58.97667560321716,462.4023887399467
4285,250750,João Pessoa,Paraíba,06,2018,Radioterapia,12519.0,58.00843373493976,679.6084337349398
4286,250750,João Pessoa,Paraíba,06,2020,Cirurgia Oncológica,793.0,61.65673575129534,507.32797927460604
4287,250750,João Pessoa,Paraíba,06,2020,"Diagnósticos: biopsia, mamografia",9.0,54.22222222222222,200.0
4288,250750,João Pessoa,Paraíba,06,2020,Quimioterapia,3181.0,59.89690428855439,431.0588099971594
4289,250750,João Pessoa,Paraíba,06,2020,Radioterapia,149.0,57.4421768707483,4179.816326530612
4290,250750,João Pessoa,Paraíba,06,2021,Cirurgia Oncológica,628.0,63.85597381342062,444.91422258592416
4291,250750,João Pessoa,Paraíba,06,2021,"Diagnósticos: biopsia, mamografia",16.0,35.625,200.0
4292,250750,João Pessoa,Paraíba,06,2021,Quimioterapia,1547.0,59.45454545454545,472.8221328671329
4293,250750,João Pessoa,Paraíba,06,2021,Radioterapia,119.0,58.59375,3883.7395833333335
4294,250750,João Pessoa,Paraíba,07,2018,Cirurgia Oncológica,1437.0,70.77300150829562,485.2638914027083
4295,250750,João Pessoa,Paraíba,07,2018,"Diagnósticos: biopsia, mamografia",7.0,61.857142857142854,200.0
4296,250750,João Pessoa,Paraíba,07,2018,Quimioterapia,3362.0,59.19276795005203,444.74228147762733
4297,250750,João Pessoa,Paraíba,07,2018,Radioterapia,12880.0,56.85351089588378,787.0605326876513
4298,250750,João Pessoa,Paraíba,07,2020,Cirurgia Oncológica,1138.0,60.964383561643835,480.9501187214558
4299,250750,João Pessoa,Paraíba,07,2020,"Diagnósticos: biopsia, mamografia",3.0,55.666666666666664,200.0
4300,250750,João Pessoa,Paraíba,07,2020,Quimioterapia,3357.0,60.10601001669449,454.97792153589296
4301,250750,João Pessoa,Paraíba,07,2020,Radioterapia,191.0,55.14054054054054,3933.4054054054054
4302,250750,João Pessoa,Paraíba,08,2018,Cirurgia Oncológica,1104.0,70.4574898785425,400.73404858299347
4303,250750,João Pessoa,Paraíba,08,2018,"Diagnósticos: biopsia, mamografia",18.0,47.888888888888886,200.0
4304,250750,João Pessoa,Paraíba,08,2018,Quimioterapia,3458.0,59.234947476300285,453.9976966436068
4305,250750,João Pessoa,Paraíba,08,2018,Radioterapia,12842.0,57.880633373934224,716.768574908648
4306,250750,João Pessoa,Paraíba,08,2020,Cirurgia Oncológica,849.0,60.53431372549019,438.4977205882337
4307,250750,João Pessoa,Paraíba,08,2020,"Diagnósticos: biopsia, mamografia",5.0,53.6,200.0
4308,250750,João Pessoa,Paraíba,08,2020,Quimioterapia,3306.0,60.45855136326081,424.75036629027886
4309,250750,João Pessoa,Paraíba,08,2020,Radioterapia,131.0,60.04724409448819,4618.826771653543
4310,250750,João Pessoa,Paraíba,09,2018,Cirurgia Oncológica,1382.0,71.31059983566146,459.36940838126077
4311,250750,João Pessoa,Paraíba,09,2018,"Diagnósticos: biopsia, mamografia",9.0,51.0,200.0
4312,250750,João Pessoa,Paraíba,09,2018,Quimioterapia,3038.0,59.16598750339582,451.45888345558245
4313,250750,João Pessoa,Paraíba,09,2018,Radioterapia,6466.0,56.7530303030303,510.5742424242424
4314,250750,João Pessoa,Paraíba,09,2020,Cirurgia Oncológica,1021.0,60.23833671399594,424.98193711967195
4315,250750,João Pessoa,Paraíba,09,2020,"Diagnósticos: biopsia, mamografia",15.0,58.333333333333336,200.0
4316,250750,João Pessoa,Paraíba,09,2020,Quimioterapia,3269.0,60.624582869855395,428.11381256952257
4317,250750,João Pessoa,Paraíba,09,2020,Radioterapia,152.0,59.02013422818792,4607.13422818792
4318,250750,João Pessoa,Paraíba,10,2018,Cirurgia Oncológica,1611.0,65.90013774104683,491.82953168043497
4319,250750,João Pessoa,Paraíba,10,2018,"Diagnósticos: biopsia, mamografia",12.0,55.333333333333336,200.0
4320,250750,João Pessoa,Paraíba,10,2018,Quimioterapia,3459.0,58.91005854177754,478.3699095263436
4321,250750,João Pessoa,Paraíba,10,2018,Radioterapia,16581.0,58.24309392265194,732.1922651933702
4322,250750,João Pessoa,Paraíba,10,2019,Cirurgia Oncológica,1.0,56.0,75.15
4323,250750,João Pessoa,Paraíba,10,2020,Cirurgia Oncológica,1245.0,62.498729889923794,431.88291278576975
4324,250750,João Pessoa,Paraíba,10,2020,"Diagnósticos: biopsia, mamografia",10.0,56.6,200.0
4325,250750,João Pessoa,Paraíba,10,2020,Quimioterapia,3434.0,60.44286905754796,485.97916041145464
4326,250750,João Pessoa,Paraíba,10,2020,Radioterapia,104.0,58.851485148514854,4485.6138613861385
4327,250750,João Pessoa,Paraíba,11,2017,Quimioterapia,2.0,70.0,438.5
4328,250750,João Pessoa,Paraíba,11,2018,Cirurgia Oncológica,1834.0,69.19168734491315,482.254125310167
4329,250750,João Pessoa,Paraíba,11,2018,"Diagnósticos: biopsia, mamografia",9.0,55.22222222222222,200.0
4330,250750,João Pessoa,Paraíba,11,2018,Quimioterapia,3515.0,59.045,504.4675894736835
4331,250750,João Pessoa,Paraíba,11,2018,Radioterapia,14381.0,60.31267605633803,707.561971830986
4332,250750,João Pessoa,Paraíba,11,2019,Cirurgia Oncológica,5.0,66.75,453.82500000000005
4333,250750,João Pessoa,Paraíba,11,2019,Quimioterapia,17.0,57.88235294117647,606.9323529411765
4334,250750,João Pessoa,Paraíba,11,2020,Cirurgia Oncológica,1972.0,64.56086956521739,590.8826630434713
4335,250750,João Pessoa,Paraíba,11,2020,"Diagnósticos: biopsia, mamografia",9.0,52.111111111111114,200.0
4336,250750,João Pessoa,Paraíba,11,2020,Quimioterapia,3200.0,59.944187391555815,446.7220156159636
4337,250750,João Pessoa,Paraíba,11,2020,Radioterapia,131.0,60.4921875,4543.2421875
4338,250750,João Pessoa,Paraíba,12,2017,Quimioterapia,12.0,57.833333333333336,589.6744444444444
4339,250750,João Pessoa,Paraíba,12,2018,Cirurgia Oncológica,1355.0,68.62267343485618,472.91977157359673
4340,250750,João Pessoa,Paraíba,12,2018,"Diagnósticos: biopsia, mamografia",10.0,45.1,200.0
4341,250750,João Pessoa,Paraíba,12,2018,Quimioterapia,3227.0,59.297683189655174,474.0035910560354
4342,250750,João Pessoa,Paraíba,12,2018,Radioterapia,15274.0,58.985310734463276,641.9502824858757
4343,250750,João Pessoa,Paraíba,12,2019,Cirurgia Oncológica,282.0,57.62173913043478,223.449347826087
4344,250750,João Pessoa,Paraíba,12,2019,Quimioterapia,126.0,57.61538461538461,698.3940769230768
4345,250750,João Pessoa,Paraíba,12,2020,Cirurgia Oncológica,1264.0,63.232736572890026,508.53880647910694
4346,250750,João Pessoa,Paraíba,12,2020,"Diagnósticos: biopsia, mamografia",12.0,42.166666666666664,200.0
4347,250750,João Pessoa,Paraíba,12,2020,Quimioterapia,2989.0,59.88498498498498,461.224987987987
4348,250750,João Pessoa,Paraíba,12,2020,Radioterapia,118.0,58.23931623931624,4573.213675213675
4349,250890,Mamanguape,Paraíba,01,2018,Cirurgia Oncológica,117.0,67.55555555555556,771.6000000000008
4350,250890,Mamanguape,Paraíba,02,2020,Cirurgia Oncológica,77.0,67.8051948051948,771.599999999999
4351,250890,Mamanguape,Paraíba,05,2018,Cirurgia Oncológica,21.0,65.0952380952381,771.6000000000003
4352,250890,Mamanguape,Paraíba,06,2018,Cirurgia Oncológica,21.0,65.19047619047619,771.6000000000003
4353,250890,Mamanguape,Paraíba,07,2018,Cirurgia Oncológica,152.0,68.23684210526316,771.600000000002
4354,250890,Mamanguape,Paraíba,11,2018,Cirurgia Oncológica,127.0,69.73228346456693,771.6000000000013
4355,250970,Monteiro,Paraíba,01,2020,Cirurgia Oncológica,214.0,68.76635514018692,771.6000000000031
4356,250970,Monteiro,Paraíba,04,2018,Cirurgia Oncológica,123.0,69.7560975609756,771.600000000001
4357,250970,Monteiro,Paraíba,07,2018,Cirurgia Oncológica,358.0,69.3854748603352,771.6000000000028
4358,250970,Monteiro,Paraíba,09,2020,Cirurgia Oncológica,122.0,999.0,25565.1
4359,250970,Monteiro,Paraíba,10,2018,Cirurgia Oncológica,301.0,69.84385382059801,771.6000000000039
4360,250970,Monteiro,Paraíba,10,2020,Cirurgia Oncológica,107.0,68.08411214953271,771.6000000000004
4361,250970,Monteiro,Paraíba,11,2018,Cirurgia Oncológica,54.0,68.96296296296296,771.5999999999992
4362,250970,Monteiro,Paraíba,11,2020,Cirurgia Oncológica,87.0,67.37931034482759,771.5999999999991
4363,251080,Patos,Paraíba,01,2018,Cirurgia Oncológica,102.0,34.054545454545455,17.701272727272713
4364,251080,Patos,Paraíba,01,2020,Cirurgia Oncológica,68.0,34.51470588235294,38.17485294117645
4365,251080,Patos,Paraíba,01,2020,Quimioterapia,77.0,63.03896103896104,799.9759740259741
4366,251080,Patos,Paraíba,01,2021,Cirurgia Oncológica,87.0,35.3448275862069,38.79229885057468
4367,251080,Patos,Paraíba,01,2021,Quimioterapia,16.0,61.8125,758.228125
4368,251080,Patos,Paraíba,02,2018,Cirurgia Oncológica,102.0,36.64980544747082,14.769766536964955
4369,251080,Patos,Paraíba,02,2020,Quimioterapia,93.0,62.333333333333336,688.9822580645161
4370,251080,Patos,Paraíba,02,2021,Cirurgia Oncológica,129.0,37.18604651162791,37.98062015503869
4371,251080,Patos,Paraíba,02,2021,Quimioterapia,69.0,62.594202898550726,906.2782608695653
4372,251080,Patos,Paraíba,03,2018,Cirurgia Oncológica,72.0,38.71830985915493,19.139929577464777
4373,251080,Patos,Paraíba,03,2020,Quimioterapia,90.0,63.62222222222222,773.8200000000002
4374,251080,Patos,Paraíba,03,2021,Cirurgia Oncológica,162.0,41.24074074074074,38.19753086419747
4375,251080,Patos,Paraíba,03,2021,Quimioterapia,34.0,60.529411764705884,760.4720588235296
4376,251080,Patos,Paraíba,04,2018,Cirurgia Oncológica,31.0,39.264150943396224,22.85981132075472
4377,251080,Patos,Paraíba,04,2020,Quimioterapia,91.0,62.56043956043956,691.9846153846155
4378,251080,Patos,Paraíba,04,2021,Cirurgia Oncológica,169.0,41.551515151515154,39.049030303030236
4379,251080,Patos,Paraíba,04,2021,Quimioterapia,56.0,58.714285714285715,1029.1694642857142
4380,251080,Patos,Paraíba,05,2018,Cirurgia Oncológica,45.0,53.51162790697674,39.45441860465118
4381,251080,Patos,Paraíba,05,2020,Cirurgia Oncológica,37.0,33.810810810810814,37.685945945945946
4382,251080,Patos,Paraíba,05,2020,Quimioterapia,96.0,61.59375,712.9723958333334
4383,251080,Patos,Paraíba,05,2021,Cirurgia Oncológica,228.0,45.469298245614034,38.19271929824558
4384,251080,Patos,Paraíba,05,2021,Quimioterapia,148.0,63.17567567567568,787.8770270270269
4385,251080,Patos,Paraíba,06,2018,Cirurgia Oncológica,49.0,40.83673469387755,38.661836734693885
4386,251080,Patos,Paraíba,06,2020,Quimioterapia,107.0,59.10280373831776,760.781308411215
4387,251080,Patos,Paraíba,06,2021,Cirurgia Oncológica,182.0,48.74175824175824,37.76752747252741
4388,251080,Patos,Paraíba,06,2021,Quimioterapia,141.0,62.290780141843975,854.4524822695037
4389,251080,Patos,Paraíba,07,2018,Cirurgia Oncológica,298.0,69.51515151515152,707.5011111111145
4390,251080,Patos,Paraíba,07,2020,Cirurgia Oncológica,2.0,538.0,30.1
4391,251080,Patos,Paraíba,07,2020,Quimioterapia,126.0,59.20634920634921,768.6333333333332
4392,251080,Patos,Paraíba,08,2018,Cirurgia Oncológica,200.0,66.75,632.2691000000018
4393,251080,Patos,Paraíba,08,2020,Cirurgia Oncológica,181.0,40.6,37.418777777777684
4394,251080,Patos,Paraíba,08,2020,Quimioterapia,98.0,59.11224489795919,828.6841836734694
4395,251080,Patos,Paraíba,09,2018,Cirurgia Oncológica,57.0,56.0,527.1803508771926
4396,251080,Patos,Paraíba,09,2020,Cirurgia Oncológica,131.0,31.302158273381295,35.648848920863244
4397,251080,Patos,Paraíba,09,2020,Quimioterapia,75.0,58.780701754385966,521.7956140350877
4398,251080,Patos,Paraíba,10,2018,Cirurgia Oncológica,13.0,36.76923076923077,39.76615384615385
4399,251080,Patos,Paraíba,10,2020,Cirurgia Oncológica,140.0,37.42953020134228,35.463892617449595
4400,251080,Patos,Paraíba,10,2020,Quimioterapia,61.0,58.26881720430107,521.0397849462365
4401,251080,Patos,Paraíba,11,2018,Cirurgia Oncológica,31.0,32.774193548387096,38.504838709677436
4402,251080,Patos,Paraíba,11,2020,Quimioterapia,107.0,58.85981308411215,959.2759813084112
4403,251080,Patos,Paraíba,12,2018,Cirurgia Oncológica,66.0,33.15151515151515,38.39787878787878
4404,251080,Patos,Paraíba,12,2020,Cirurgia Oncológica,236.0,39.63793103448276,38.60853448275861
4405,251080,Patos,Paraíba,12,2020,Quimioterapia,84.0,59.82142857142857,893.4503571428571
4406,251130,Piancó,Paraíba,02,2020,Cirurgia Oncológica,228.0,68.6798245614035,771.6000000000033
4407,251130,Piancó,Paraíba,03,2020,Cirurgia Oncológica,161.0,67.74534161490683,771.6000000000022
4408,251130,Piancó,Paraíba,07,2018,Cirurgia Oncológica,209.0,68.37444933920705,710.4158590308398
4409,251130,Piancó,Paraíba,11,2018,Cirurgia Oncológica,240.0,68.20833333333333,771.6000000000034
4410,251140,Picuí,Paraíba,01,2018,Cirurgia Oncológica,115.0,69.8695652173913,771.6000000000007
4411,251140,Picuí,Paraíba,04,2020,Cirurgia Oncológica,78.0,69.0375,752.309999999999
4412,251140,Picuí,Paraíba,05,2020,Cirurgia Oncológica,203.0,69.1231527093596,771.600000000003
4413,251140,Picuí,Paraíba,08,2018,Cirurgia Oncológica,187.0,68.45989304812834,771.6000000000028
4414,251210,Pombal,Paraíba,03,2018,Cirurgia Oncológica,1.0,42.0,41.1
4415,251210,Pombal,Paraíba,04,2018,Cirurgia Oncológica,125.0,68.48,771.6000000000012
4416,251210,Pombal,Paraíba,05,2018,Cirurgia Oncológica,1.0,9.0,41.1
4417,251210,Pombal,Paraíba,06,2018,Cirurgia Oncológica,1.0,46.0,35.2
4418,251210,Pombal,Paraíba,08,2018,Cirurgia Oncológica,57.0,70.24561403508773,771.5999999999992
4419,251210,Pombal,Paraíba,09,2018,Cirurgia Oncológica,26.0,62.34615384615385,715.4076923076924
4420,251210,Pombal,Paraíba,10,2018,Cirurgia Oncológica,245.0,68.28048780487805,768.4634146341498
4421,251210,Pombal,Paraíba,10,2020,Cirurgia Oncológica,1.0,74.0,28.42
4422,251210,Pombal,Paraíba,11,2018,Cirurgia Oncológica,168.0,69.38095238095238,767.2517857142881
4423,251210,Pombal,Paraíba,11,2020,Cirurgia Oncológica,22.0,56.27272727272727,209.5500000000001
4424,251210,Pombal,Paraíba,12,2018,Cirurgia Oncológica,2.0,75.0,406.35
4425,251210,Pombal,Paraíba,12,2020,Cirurgia Oncológica,45.0,55.82222222222222,359.4300000000002
4426,251230,Princesa Isabel,Paraíba,07,2018,Cirurgia Oncológica,67.0,69.23880597014926,771.5999999999991
4427,251230,Princesa Isabel,Paraíba,08,2018,Cirurgia Oncológica,27.0,68.51851851851852,771.5999999999999
4428,251230,Princesa Isabel,Paraíba,11,2018,Cirurgia Oncológica,131.0,68.68702290076335,771.6000000000014
4429,251250,Queimadas,Paraíba,01,2020,Cirurgia Oncológica,17.0,64.76470588235294,771.6000000000003
4430,251250,Queimadas,Paraíba,02,2018,Cirurgia Oncológica,143.0,65.98601398601399,771.6000000000017
4431,251250,Queimadas,Paraíba,02,2020,Cirurgia Oncológica,53.0,69.67924528301887,771.5999999999992
4432,251250,Queimadas,Paraíba,03,2020,Cirurgia Oncológica,18.0,70.77777777777777,771.6000000000003
4433,251250,Queimadas,Paraíba,09,2018,Cirurgia Oncológica,222.0,69.43243243243244,771.6000000000032
4434,251250,Queimadas,Paraíba,11,2018,Cirurgia Oncológica,230.0,69.64081632653061,724.3591836734724
4435,251370,Santa Rita,Paraíba,01,2018,Cirurgia Oncológica,37.0,66.10810810810811,516.4097297297297
4436,251370,Santa Rita,Paraíba,01,2020,Cirurgia Oncológica,59.0,68.75862068965517,426.1458620689655
4437,251370,Santa Rita,Paraíba,01,2021,Cirurgia Oncológica,3.0,62.333333333333336,209.55000000000004
4438,251370,Santa Rita,Paraíba,02,2018,Cirurgia Oncológica,27.0,62.666666666666664,465.4666666666668
4439,251370,Santa Rita,Paraíba,02,2020,Cirurgia Oncológica,80.0,60.962025316455694,366.87468354430365
4440,251370,Santa Rita,Paraíba,02,2021,Cirurgia Oncológica,76.0,63.14473684210526,564.6586842105258
4441,251370,Santa Rita,Paraíba,03,2018,Cirurgia Oncológica,36.0,63.138888888888886,584.4438888888888
4442,251370,Santa Rita,Paraíba,03,2020,Cirurgia Oncológica,54.0,64.20370370370371,529.4749999999998
4443,251370,Santa Rita,Paraíba,03,2021,Cirurgia Oncológica,58.0,64.89655172413794,674.0431034482752
4444,251370,Santa Rita,Paraíba,04,2018,Cirurgia Oncológica,33.0,59.484848484848484,508.2148484848486
4445,251370,Santa Rita,Paraíba,04,2020,Cirurgia Oncológica,1.0,61.0,771.6
4446,251370,Santa Rita,Paraíba,04,2021,Cirurgia Oncológica,66.0,61.5,512.4112121212115
4447,251370,Santa Rita,Paraíba,05,2018,Cirurgia Oncológica,48.0,63.375,522.1733333333331
4448,251370,Santa Rita,Paraíba,05,2020,Cirurgia Oncológica,33.0,60.93939393939394,458.68030303030315
4449,251370,Santa Rita,Paraíba,05,2021,Cirurgia Oncológica,94.0,61.712765957446805,506.0099999999995
4450,251370,Santa Rita,Paraíba,06,2018,Cirurgia Oncológica,50.0,65.34,443.99300000000005
4451,251370,Santa Rita,Paraíba,06,2020,Cirurgia Oncológica,34.0,64.84848484848484,411.39939393939403
4452,251370,Santa Rita,Paraíba,06,2021,Cirurgia Oncológica,124.0,64.06451612903226,466.0699193548382
4453,251370,Santa Rita,Paraíba,07,2018,Cirurgia Oncológica,42.0,62.285714285714285,570.335238095238
4454,251370,Santa Rita,Paraíba,07,2020,Cirurgia Oncológica,41.0,63.02439024390244,450.29341463414664
4455,251370,Santa Rita,Paraíba,08,2018,Cirurgia Oncológica,48.0,63.0,455.9995833333332
4456,251370,Santa Rita,Paraíba,08,2020,Cirurgia Oncológica,81.0,62.48148148148148,417.9087654320985
4457,251370,Santa Rita,Paraíba,09,2018,Cirurgia Oncológica,74.0,75.69333333333333,387.8885333333331
4458,251370,Santa Rita,Paraíba,09,2020,Cirurgia Oncológica,69.0,60.13636363636363,439.33924242424246
4459,251370,Santa Rita,Paraíba,10,2018,Cirurgia Oncológica,66.0,68.84848484848484,414.1475757575755
4460,251370,Santa Rita,Paraíba,10,2020,Cirurgia Oncológica,71.0,65.75714285714285,392.10028571428563
4461,251370,Santa Rita,Paraíba,11,2018,Cirurgia Oncológica,86.0,65.70930232558139,668.4852325581387
4462,251370,Santa Rita,Paraíba,11,2020,Cirurgia Oncológica,73.0,63.52054794520548,393.5898630136986
4463,251370,Santa Rita,Paraíba,12,2018,Cirurgia Oncológica,78.0,61.58974358974359,447.62666666666627
4464,251370,Santa Rita,Paraíba,12,2019,Cirurgia Oncológica,1.0,73.0,771.6
4465,251370,Santa Rita,Paraíba,12,2020,Cirurgia Oncológica,73.0,66.8169014084507,581.0597183098586
